Country,Arrival by mode of transport,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SINT MAARTEN (DUTCH PART),Water,564.0,657.0,886.0,881.0,616.0,868.0,868.0,1055.0,1172.0,1348.0,1488.0,1422.0,1422.0,1346.0,1215.0,1513.0,1656.0,1753.0,1786.0,2002.0,1902.0,1669.0,1238.0,1597.0,1632.0,436.0,233.0,844.0
SLOVENIA,Air,62.0,75.0,90.0,88.0,80.0,202.0,226.0,241.0,264.0,288.0,298.0,336.0,364.0,407.0,390.0,438.5,478.5,491.4,517.3,553.1,900.1,1011.7,1188.6,1318.0,1500.0,388.0,281.0,603.0
SLOVENIA,Water,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.2,2.3,2.4,2.7,3.1,3.5,1.0,0.0,0.0,0.0
SLOVENIA,Land,668.0,756.0,882.0,887.0,803.0,886.0,991.0,1059.0,1108.0,1210.0,1255.0,1279.0,1385.0,1549.0,1434.0,1610.4,1757.6,1883.2,1982.3000000000002,2119.7000000000003,2119.5,2382.5,2799.0,3103.6000000000004,3201.0,827.0,1543.0,3316.0
SOLOMON ISLANDS,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,9.4,11.5,13.7,16.3,18.3,20.5,22.9,23.9,24.4,20.1,21.6,23.2,25.7,27.9,28.9,4.4,0.7,0.0
SOUTH AFRICA,Air,1136.0,1230.0,1329.0,1463.0,1523.0,1597.0,1596.0,1885.0,1980.0,2025.0,2127.0,2318.0,2501.0,2581.0,2152.0,2739.0,2503.0,2937.0,3164.0,2573.0,2535.5,2893.3,3060.3,3088.5,3006.3,773.8,605.6,1837.6
SOUTH AFRICA,Water,26.0,30.0,37.0,38.0,49.0,26.0,17.0,18.0,5.0,3.0,3.0,7.0,5.0,2.0,1.0,5.0,9.0,11.0,7.0,4.0,6.8,11.3,9.1,15.6,16.1,10.2,0.3,5.6
SOUTH AFRICA,Land,3522.0,3926.0,3804.0,4397.0,4454.0,4377.0,4295.0,4646.0,4655.0,4787.0,5388.0,6184.0,6702.0,7146.0,4859.0,5330.0,5827.0,6240.0,6366.0,6972.0,6361.5,7139.6,7215.7,7368.0,7206.3,2018.3,1649.7,3854.8
SPAIN,Air,23934.0,24658.0,27677.0,30457.0,32574.0,34380.0,35331.0,34947.0,36923.0,38524.0,40730.0,42445.0,44324.0,44397.0,40233.0,40558.9,44614.0,46159.4,48763.0,51823.0,54364.6,60343.7,66639.5,67545.7,68691.9,13657.7,24431.9,59307.8
SPAIN,Water,0.0,0.0,0.0,601.0,1085.0,1083.0,1256.0,1225.0,1521.0,1511.0,1772.0,1460.0,1456.0,1452.0,1398.0,1441.5,1416.0,1078.5,908.0,859.0,976.1,1635.4,1965.7,2012.1,1720.8,223.3,227.0,1152.2
SPAIN,Land,9037.0,9369.0,9454.0,10834.0,11781.0,10939.0,11978.0,14158.0,12410.0,12395.0,13411.0,14100.0,12885.0,11343.0,10547.0,10676.6,10147.0,10226.4,11005.0,12257.0,12828.8,13335.9,13263.400000000001,13250.6,13096.5,5052.099999999999,6522.0,11199.2
SRI LANKA,Air,403.0,302.0,366.0,381.0,436.0,400.0,337.0,393.0,500.0,566.0,549.0,559.0,494.0,438.0,447.0,654.0,854.0,1002.47,1248.0,1500.5,1773.0,2026.6,2090.4,2247.9,1814.9,479.6,194.0,716.7
SRI LANKA,Water,0.3,0.2,0.4,0.3,0.2,0.3,0.2,0.0,0.2,0.2,0.3,0.4,0.3,0.1,0.4,0.4,2.0,3.14,26.0,26.7,25.0,24.3,25.6,85.8,98.8,28.1,0.0,3.3
SUDAN,Air,29.0,38.0,30.0,30.0,33.0,32.0,42.0,42.0,40.0,51.0,197.0,318.0,361.0,364.0,294.0,287.0,311.0,402.2,413.9,478.5,0.0,551.0,561.0,0.0,0.0,0.0,0.0,0.0
SUDAN,Water,0.0,0.0,0.0,4.0,4.0,4.0,5.0,7.0,8.0,8.0,37.0,7.0,59.0,58.0,84.0,198.0,214.0,114.9,118.3,191.4,0.0,160.0,162.0,0.0,0.0,0.0,0.0,0.0
SUDAN,Land,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,12.0,3.0,16.0,18.0,42.0,10.0,11.0,57.5,59.1,13.7,0.0,88.0,89.0,0.0,0.0,0.0,0.0,0.0
SURINAME,Air,43.0,53.0,61.0,55.0,57.0,57.0,54.0,60.0,82.0,75.0,122.0,119.0,134.0,120.0,113.0,146.0,150.0,155.0,149.0,154.0,140.4,167.0,199.9,0.0,0.0,0.0,0.0,0.0
SURINAME,Water,26.0,21.0,17.0,15.0,15.0,15.0,14.0,0.0,17.0,16.0,38.0,35.0,33.0,31.0,38.0,59.0,70.0,85.0,100.0,98.0,87.3,90.0,78.1,0.0,0.0,0.0,0.0,0.0
SWEDEN,Air,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689.0,4662.0,4509.0,4503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEDEN,Water,0.0,0.0,0.0,0.0,0.0,0.0,2221.0,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7019.0,7630.0,7036.0,7032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEDEN,Land,0.0,0.0,0.0,0.0,0.0,0.0,2132.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8696.0,7719.0,7259.0,8410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYRIAN ARAB REPUBLIC,Air,271.0,325.0,355.0,343.0,344.0,544.0,579.0,666.0,629.0,830.0,836.0,878.0,945.0,1256.0,1088.0,1455.0,849.0,0.0,0.0,0.0,0.0,168.8,237.5,266.7,322.8,96.8,244.5,0.0
SYRIAN ARAB REPUBLIC,Water,10.0,9.0,12.0,12.0,15.0,30.0,21.0,20.0,19.0,28.0,33.0,27.0,24.0,29.0,9.0,12.0,2.0,0.0,0.0,0.0,0.0,0.5,0.7,1.1,0.8,0.5,0.9,0.0
SYRIAN ARAB REPUBLIC,Land,1971.0,2101.0,1965.0,2108.0,2322.0,2838.0,3071.0,3992.0,4189.0,5476.0,4989.0,4776.0,4465.0,5666.0,5559.0,7990.0,4582.0,0.0,0.0,0.0,0.0,874.1,1052.9,1534.3,2100.7,382.0,415.4,0.0
TAIWAN PROVINCE OF CHINA,Air,2317.0,2344.0,2358.0,2284.0,2397.0,2611.0,2814.0,2954.0,2228.0,2916.0,3341.0,3450.0,3624.0,3736.0,4177.0,5265.0,5762.0,6955.0,7660.0,9432.0,9839.3,10161.3,10151.3,10415.2,11193.0,1331.3,127.7,875.9
TAIWAN PROVINCE OF CHINA,Water,15.0,14.0,14.0,14.0,14.0,13.0,17.0,24.0,20.0,35.0,37.0,70.0,92.0,110.0,218.0,302.0,325.0,356.0,356.0,478.0,600.4,529.0,588.3,651.5,671.2,46.6,12.7,20.1
TAJIKISTAN,Air,0.0,0.0,0.0,0.0,0.7,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,78.0,170.0,390.5,284.0,281.0,305.0,0.0,0.0,0.0,0.0
TAJIKISTAN,Land,0.0,0.7,2.1,3.2,3.8,5.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,130.0,43.0,23.3,60.0,150.0,730.0,0.0,0.0,0.0,0.0
"TANZANIA, UNITED REPUBLIC OF",Air,110.0,146.0,160.0,311.0,365.0,312.0,315.0,316.0,320.0,257.0,331.0,359.0,389.0,439.0,380.0,405.0,476.0,604.0,562.5,636.0,651.8,768.1,769.0,929.0,936.0,366.1,609.9,0.0
"TANZANIA, UNITED REPUBLIC OF",Water,16.0,22.0,35.0,8.0,6.0,15.0,21.0,20.0,25.0,24.0,10.0,14.0,16.0,9.0,10.0,23.0,3.0,3.0,59.2,60.0,62.5,77.1,76.0,11.4,10.0,11.0,12.9,0.0
"TANZANIA, UNITED REPUBLIC OF",Land,169.0,158.0,165.0,163.0,256.0,175.0,189.0,239.0,231.0,302.0,272.0,271.0,315.0,322.0,324.0,355.0,389.0,469.0,474.2,444.0,422.7,439.1,482.0,565.3000000000001,581.0,243.7,404.1,0.0
THAILAND,Air,5670.0,6124.0,6205.0,6678.0,7263.0,8077.0,8456.0,8955.0,8164.0,9803.0,9544.0,11495.0,11975.0,11624.0,11100.0,12378.0,14929.0,17803.0,21501.0,0.0,0.0,27217.5,30113.7,32136.1,33481.6,5625.4,510.8,0.0
THAILAND,Water,159.0,137.0,116.0,178.0,234.0,248.0,250.0,225.0,180.0,247.0,242.0,303.0,280.0,213.0,254.0,486.0,552.0,563.0,705.0,0.0,0.0,473.6,494.1,616.3,761.1,981.9,0.0,0.0
THAILAND,Land,1122.0,983.0,973.0,987.0,1154.0,1254.0,1427.0,1693.0,1738.0,1688.0,1781.0,2024.0,2209.0,2747.0,2796.0,3072.0,3749.0,3988.0,4341.0,0.0,0.0,4838.4,4984.2,2425.7,5673.6,117.9,0.0,0.0
TIMOR-LESTE,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,22.3,36.0,44.2,39.8,50.6,57.5,77.8,59.8,61.6,65.6,73.9,74.6,80.8,17.9,5.5,0.0
TOGO,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,219.0,352.7,366.8,517.0,0.0,0.0,0.0
TOGO,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,17.2,8.8,0.0,0.0,0.0
TOGO,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,118.0,158.0,189.1,350.5,0.0,0.0,0.0
TONGA,Air,29.0,27.0,26.0,27.0,31.0,35.0,32.0,37.0,40.0,41.0,42.0,39.0,46.0,50.0,45.7,47.1,46.0,47.4,48.2,50.4,53.8,59.1,62.5,54.0,67.3,9.0,0.2,18.4
TONGA,Water,4.0,4.0,3.0,8.0,13.0,8.0,6.0,8.0,11.0,10.0,18.0,15.0,19.0,15.0,29.0,17.9,22.4,9.8,11.5,15.4,18.8,27.5,24.1,23.3,26.7,2.5,0.0,3.9
TRINIDAD AND TOBAGO,Air,260.0,266.0,324.0,334.0,358.0,399.0,383.0,384.0,409.0,443.0,463.0,461.0,449.0,437.0,419.0,388.0,431.0,455.0,434.0,412.8,439.8,410.0,394.7,375.5,388.6,95.3,40.6,226.5
TRINIDAD AND TOBAGO,Water,22.0,51.0,36.0,43.0,63.0,104.0,85.0,67.0,65.0,58.0,66.0,73.0,82.0,45.0,115.0,102.0,60.0,49.0,33.0,45.8,82.0,88.3,75.2,132.3,93.0,45.8,0.5,26.8
TUNISIA,Air,2502.0,2674.0,3030.0,3224.0,3591.0,3752.0,3761.0,3066.0,2992.0,3664.0,4053.0,4144.0,4263.0,4371.0,4034.0,4140.0,2406.0,3597.0,3766.0,3449.0,0.0,1960.9,2339.5,3166.4,3556.1,587.0,793.4,2391.0
TUNISIA,Water,51.0,55.0,58.0,55.0,68.0,70.0,72.0,78.0,89.0,84.0,94.0,101.0,105.0,103.0,109.0,110.0,90.0,96.0,78.0,89.0,0.0,74.6,86.2,89.6,118.6,33.0,55.4,108.7
TUNISIA,Land,1566.0,1155.0,1176.0,1439.0,1173.0,1236.0,1554.0,1920.0,2033.0,2250.0,2232.0,2305.0,2394.0,2576.0,2759.0,2653.0,2289.0,2257.0,2425.0,2532.0,0.0,2490.3,3317.0,3665.2,4309.8,812.0,751.4,2669.8
TÜRKIYE,Air,5164.0,6240.0,7020.0,6699.0,4687.0,7274.0,8459.0,9990.0,10080.0,12575.0,14980.0,14085.0,20271.0,22974.0,22912.4,23101.0,26026.3,27733.0,29418.0,31034.0,31040.4,22425.4,28113.9,35230.1,39828.9,11765.0,23573.1,37984.9
TÜRKIYE,Water,885.0,922.0,953.0,1111.0,835.0,1145.0,1138.0,745.0,992.0,1152.0,1320.0,1457.0,1812.0,2680.0,2669.0,2122.0,2709.0,2528.0,2616.0,2493.0,2371.2,958.0,838.0,1039.7,1455.6,310.0,408.3,1950.8
TÜRKIYE,Land,1678.0,1452.0,1716.0,1943.0,1965.0,2010.0,2022.0,2520.0,2957.0,3790.0,4825.0,4278.0,5132.0,5484.0,6178.4,7774.0,8034.0,7455.0,7827.0,8100.0,7702.5,7523.3,9018.0,9842.8,10462.699999999999,3896.0,6057.6,11451.9
TURKMENISTAN,Air,138.0,89.0,91.0,94.0,0.0,2.2,1.1,4.8,2.7,3.8,2.7,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKMENISTAN,Water,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKMENISTAN,Land,95.0,182.0,241.0,286.0,0.0,1.2,4.1,6.0,5.5,11.0,8.9,1.7,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKS AND CAICOS ISLANDS,Air,76.0,86.0,91.0,111.0,120.0,139.0,164.0,154.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURKS AND CAICOS ISLANDS,Water,3.0,2.0,2.0,0.0,1.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUVALU,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.9,0.9,1.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6,0.6,0.04,0.244
TUVALU,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
UGANDA,Air,0.0,0.0,97.0,100.0,97.0,78.0,80.0,86.0,97.0,131.0,172.0,200.0,234.0,358.0,271.0,369.0,369.0,416.0,423.0,443.4,402.3,432.3,420.9,0.0,586.2,78.9,99.0,196.0
UGANDA,Land,0.0,0.0,78.0,95.0,92.0,115.0,125.0,168.0,208.0,381.0,296.0,339.0,408.0,486.0,536.0,577.0,782.0,781.0,783.0,822.6,900.6,890.2,981.5,0.0,956.4,394.2,414.0,618.5
UKRAINE,Air,350.0,323.0,515.0,418.0,523.0,523.0,605.0,665.0,675.0,844.0,1069.0,1217.0,1478.0,1662.0,1457.0,1731.0,2004.0,2298.0,2497.0,1193.0,1319.0,1602.9,2128.6,2566.0,2742.7,702.8,1430.4,145.6
UKRAINE,Water,560.0,530.0,1171.0,251.0,306.0,322.0,290.0,307.0,300.0,375.0,264.0,292.0,314.0,318.0,276.0,269.0,255.0,240.0,263.0,148.0,127.0,115.7,127.3,122.9,133.8,122.9,138.2,55.7
UKRAINE,Land,4575.0,4538.0,13058.0,11334.0,10160.0,10846.0,10982.0,11821.0,11539.0,14410.0,19156.0,20204.0,24370.0,26848.0,22300.0,22114.0,22276.0,22523.0,23265.0,11886.0,11579.0,12015.8,12323.5,11653.3,10833.0,2556.4,2703.4,2105.8
UNITED ARAB EMIRATES,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14248.8,14421.7,15075.3,16315.6,17071.7,17636.2,5962.5,9460.4,0.0
UNITED ARAB EMIRATES,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.2,317.5,422.9,398.5,396.9,538.7,279.3,127.8,0.0
UNITED ARAB EMIRATES,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591.6,4574.3,5396.2,5090.6,5623.7,7106.7,1842.4,3196.1,0.0
UNITED KINGDOM,Air,15754.0,16279.0,16858.0,17479.0,17284.0,17831.0,16054.0,17098.0,17635.0,20002.0,22043.0,24588.0,25089.0,24024.0,23239.0,22162.4,23740.7,23880.3,24786.5,26136.7,27262.0,29453.0,31879.5,31511.6,32137.2,0.0,4922.5,25080.0
UNITED KINGDOM,Water,5998.0,6176.0,5746.0,5098.0,4993.0,4298.0,4002.0,4405.0,4369.0,4770.0,4675.0,4858.0,4459.0,4495.0,4463.0,4403.6,4388.9,4125.2,4301.7,4730.5,4892.4,4906.5,4666.3,4514.1,4460.4,0.0,834.1,2772.0
UNITED KINGDOM,Land,1785.0,2708.0,2911.0,3168.0,3117.0,3080.0,2779.0,2677.0,2711.0,2983.0,3252.0,3267.0,3230.0,3369.0,3370.0,3832.4,3756.3,4215.5,4478.3,4469.5,4637.7,4769.3,4534.4,4257.5,4259.8,0.0,627.2,3392.0
UNITED STATES OF AMERICA,Air,24668.0,27558.0,29393.0,29018.0,30218.835,32387.885,27399.153,24240.032,23078.148,25823.589,27673.12,27805.863,30347.488,32035.142,30016.433,33170.91,35978.485,37752.463,41679.971,43807.076,47666.717,46940.691,48734.483,50695.476,50253.1,10932.6,13735.6,31938.4
UNITED STATES OF AMERICA,Water,372.0,432.0,452.0,461.0,460.2359348781089,481.85186225261725,450.88290683471433,386.48157141639854,375.420823059211,417.0181087345282,420.48524664615223,452.5162044274805,502.8892708561057,460.3439605244893,427.3159532785156,415.912,411.282,449.587,578.297,597.837,565.267,553.457,531.737,561.207,536.7,57.7,74.6,547.3
UNITED STATES OF AMERICA,Land,18450.0,18646.0,18030.0,16890.0,17475.750174938607,18025.3656868451,18704.71266186728,18571.593415693416,17339.77913036157,19339.841474207202,20766.889875620916,22387.555674428313,24887.091375531145,25155.82615895252,24310.95793166333,26423.538,27087.649,28764.847,29384.639,30974.441,29541.542,28913.34,27920.525999999998,28489.235,28651.899999999998,8221.6,8290.2,18384.0
UNITED STATES VIRGIN ISLANDS,Air,570.0,462.0,509.0,523.0,560.0,628.0,606.0,598.0,621.0,655.0,689.0,667.0,688.0,678.0,663.0,672.0,677.0,738.0,703.0,730.0,764.0,797.0,650.0,491.0,641.0,419.2,826.0,0.0
UNITED STATES VIRGIN ISLANDS,Water,1171.0,1316.0,1619.0,1616.0,1404.0,1768.0,1891.0,1739.0,1774.0,1965.0,1913.0,1903.0,1918.0,1757.0,1582.0,1859.0,2009.0,1904.0,1999.0,2084.0,1879.0,1777.0,1304.0,1431.0,1433.0,442.0,245.7,0.0
URUGUAY,Air,402.0,466.0,436.0,429.0,402.0,377.0,332.0,299.0,314.0,380.0,406.0,419.0,437.0,458.0,468.0,565.0,628.0,568.0,503.0,564.7,531.0,603.0,641.0,705.8,600.0,0.0,0.0,0.0
URUGUAY,Water,852.0,916.0,1105.0,956.0,909.0,1018.0,741.0,469.0,537.0,691.0,692.0,775.0,897.0,990.0,983.0,1016.0,984.0,909.0,910.0,814.1,1026.0,1025.7,1199.9,1017.4,897.1,0.0,0.0,0.0
URUGUAY,Land,923.0,877.0,922.0,938.0,962.0,841.0,1064.0,586.0,649.0,801.0,819.0,630.0,478.0,550.0,647.0,827.1,1347.8,1368.6,1401.6,1431.8,1408.0,1699.8,2099.9,1988.7,1723.5,0.0,0.0,0.0
UZBEKISTAN,Air,89.0,168.0,939.0,789.0,465.0,280.0,323.0,296.0,220.0,235.0,217.0,523.0,855.0,231.0,217.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,656.7,0.0,0.0,0.0
UZBEKISTAN,Land,3.0,6.0,21.0,22.0,22.0,22.0,22.0,16.0,11.0,27.0,25.0,37.0,48.0,838.0,998.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4909.0,6091.799999999999,0.0,0.0,0.0
VANUATU,Air,42.0,45.0,49.0,52.0,51.0,58.0,53.0,49.0,50.0,61.0,62.0,68.0,81.0,90.5,100.7,97.2,94.0,108.2,110.1,108.7,90.0,95.1,109.0,116.0,120.6,22.0,0.0,30.3
VANUATU,Water,2.0,57.0,31.0,25.0,45.0,48.0,53.0,50.0,52.0,38.0,64.0,86.0,86.0,106.1,124.8,140.5,154.9,213.2,247.3,220.2,197.0,256.0,224.0,234.0,135.4,60.4,0.0,34.6
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Air,614.0,665.0,714.0,682.0,584.0,453.0,578.0,298.0,258.0,380.0,595.0,565.0,607.0,651.0,529.0,489.0,529.0,721.0,752.2,614.3,549.0,523.5,351.3,0.0,0.0,0.0,0.0,0.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Water,2.0,3.0,3.0,3.0,3.0,8.0,3.0,117.0,77.0,105.0,115.0,134.0,121.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Land,84.0,90.0,97.0,0.0,0.0,6.0,3.0,15.0,0.0,0.0,0.0,19.0,27.0,45.0,27.0,37.0,66.0,267.0,233.4,242.4,239.0,77.8,76.1,0.0,0.0,0.0,0.0,0.0
VIET NAM,Air,1207.0,940.0,1034.0,874.0,1022.0,1113.0,1294.0,1540.0,1395.0,1822.0,2335.0,2702.0,3301.0,3283.0,3025.0,4062.0,5032.0,5576.0,5980.0,6220.0,6271.0,8261.0,10910.3,12485.0,14377.5,3083.2,111.1,3277.2
VIET NAM,Water,21.0,162.0,131.0,157.0,188.0,256.0,285.0,309.0,241.0,263.0,200.0,224.0,225.0,152.0,66.0,50.0,46.0,286.0,193.0,48.0,170.0,285.0,258.8,215.3,264.1,144.7,0.6,3.1
VIET NAM,Land,123.0,505.0,550.0,489.0,572.0,771.0,751.0,779.0,793.0,843.0,942.0,657.0,703.0,801.0,656.0,938.0,936.0,986.0,1399.0,1606.0,1503.0,1467.0,1753.0,2797.5,3367.0,609.4,45.6,380.9
YEMEN,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,144.0,143.0,492.0,424.0,268.3,382.0,411.0,0.0,178.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEMEN,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,13.0,9.0,8.0,2.4,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEMEN,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,233.0,248.0,527.0,593.0,558.4,490.0,576.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAMBIA,Air,41.0,31.0,36.0,42.0,46.0,57.0,62.0,71.0,104.0,137.0,164.0,227.0,281.0,236.0,191.0,249.0,297.0,252.0,241.0,262.4,272.8,285.5,294.0,319.0,326.5,89.2,105.6,0.0
ZAMBIA,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.3,3.2,7.1,7.3,4.5,6.3,2.6,6.7,0.0
ZAMBIA,Land,122.0,233.0,305.0,320.0,358.0,401.0,430.0,494.0,309.0,378.0,504.0,530.0,616.0,576.0,519.0,566.0,623.0,599.0,666.0,680.3,655.9,663.7,707.8,748.5999999999999,933.6,409.8,442.0,0.0
ZIMBABWE,Air,0.0,0.0,0.0,324.0,504.0,463.0,452.0,340.0,340.0,330.0,327.0,275.0,982.0,429.0,573.0,326.0,350.0,228.0,223.0,198.0,280.6,239.0,310.1,337.2,320.8,77.3,147.4,367.0
ZIMBABWE,Land,0.0,0.0,0.0,1763.0,1746.0,1504.0,2311.0,1738.0,2016.0,1524.0,1231.0,2012.0,1524.0,1526.0,1444.0,1913.0,2073.0,1566.0,1610.0,1682.0,1776.0,1929.0,2112.8,2242.8,1973.4,562.1,233.4,676.8
